//item_random.txt
// ランダム取得系のアイテムを設定
// RandomID,ItemID,Rate

//Old_Blue_Box#古く青い箱#
1,969,200	//黄金
4,19974,1	//[衣装] 迷彩ウサギフード
4,19975,1	//[衣装] ベレーBOSS帽子
4,19976,1	//[衣装] ネコミミサンタ帽
4,19981,1	//[衣装] サンタのひげ
4,19982,1	//[衣装] サンタのぼうし
4,19983,1	//[衣装] 花のかんざし
4,19984,1	//[衣装] ファッション防寒帽
4,19985,1	//[衣装] オーラクォーツの冠
4,19986,1	//[衣装] ルナティック帽子
4,19987,1	//[衣装] 毛糸の帽子（青）
4,19988,1	//[衣装] エルダークラウン
4,19989,1	//[衣装] ムートンライフ
4,19990,1	//[衣装] ゆきうさニット帽
4,19991,1	//[衣装] ガランサスガード
4,19992,1	//[衣装] 冷たい空気
4,19993,1	//[衣装] くわえたおにぎり
4,19995,1	//[衣装] フラワーオーデコロン
4,20000,1	//[衣装] ネズミ帽(赤)
4,20004,1	//[衣装] 大きな金の鈴
4,20005,1	//[衣装] 天馬の羽耳
4,20006,1	//[衣装] ダークナイトマスク
4,20007,1	//[衣装] 角兜
4,20008,1	//[衣装] 龍将軍の兜
4,20009,1	//[衣装] 龍の骸骨
4,20010,1	//[衣装] 虹色の羽耳
4,20011,1	//[衣装] 疾風迅雷
4,20012,1	//[衣装] ダブルホーンヘルム
4,20013,1	//[衣装] コック帽
4,20014,1	//[衣装] 大統領の帽子
4,20015,1	//[衣装] 大統領のひげ
4,20016,1	//[衣装] ドリームディナー帽
4,20017,1	//[衣装] マリオネット人形
4,20018,1	//[衣装] 狐耳
4,20019,1	//[衣装] デザイナーの帽子
4,20020,1	//[衣装] たれペクソジン
4,20021,1	//[衣装] ハートのリボンのヘアバンド
4,20022,1	//[衣装] 愛しさの欠片
4,20023,1	//[衣装] レッドベレー
4,20024,1	//[衣装] リボン（朱）
4,20029,1	//[衣装] シュガードーナツ
4,20030,1	//[衣装] チョコドーナツ
4,20031,1	//[衣装] バニーヘッドドレス
4,20032,1	//[衣装] フィーリントスカーフ
4,20033,1	//[衣装] 法師冠
4,20035,1	//[衣装] 奇跡の青薔薇
4,20036,1	//[衣装] 剣聖の王冠
4,20037,1	//[衣装] オウルデュークのシルクハット
4,20039,1	//[衣装] 蝶の翅耳
4,20040,1	//[衣装] 薔薇の花冠
4,20041,1	//[衣装] 大地母神の花飾り
4,20042,1	//[衣装] ヘルモーズキャップ
4,20043,1	//[衣装] 紅桜
4,20044,1	//[衣装] カルメンミランダの帽子
4,20045,1	//[衣装] サマンバイア
4,20046,1	//[衣装] 青薔薇の飾り
4,20047,1	//[衣装] 祈紡ノ桜
4,20048,1	//[衣装] 草原の風
4,20049,1	//[衣装] 絆創膏
4,20050,1	//[衣装] 学者帽
4,20051,1	//[衣装] 停止表示板
4,20052,1	//[衣装] お知らせ看板
4,20054,1	//[衣装] 赤ちゃんのおしゃぶり
4,20055,1	//[衣装] 亡者のヘアバンド
4,20056,1	//[衣装] フラワーヴェール
4,20057,1	//[衣装] 羽毛帽子
4,20058,1	//[衣装] 熱血鉢巻き
4,20059,1	//[衣装] 溶接マスク
4,20060,1	//[衣装] 工事帽
4,20061,1	//[衣装] デモ用のマスク
4,20062,1	//[衣装] エンジェルステアーズ
4,20065,1	//[衣装] グランペコのヘアバンド
4,20066,1	//[衣装] ペコペコのヘアバンド
4,20067,1	//[衣装] はねるウサギのヘアバンド
4,20068,1	//[衣装] はねるバニーヘアバンド
4,20069,1	//[衣装] グリフォンのヘアバンド
4,20070,1	//[衣装] アルパカのフード
4,20071,1	//[衣装] くわえたウォーグ
4,20073,1	//[衣装] ヘアバンド
4,20074,1	//[衣装] ビレタ
4,20075,1	//[衣装] リトルフェザーハット
4,20076,1	//[衣装] イドゥンの羽耳
4,20077,1	//[衣装] ウイングフレームサングラス
4,20078,1	//[衣装] ホワイトフェザー
4,20079,1	//[衣装] 主天使の忘れもの
4,20080,1	//[衣装] シャーマンの髪飾り
4,20081,1	//[衣装] メタルドラゴンの兜
4,20082,1	//[衣装] メタルドラゴンの帽子
4,20083,1	//[衣装] ミスリットの帽子
4,20084,1	//[衣装] シロツメクサの花冠
4,20085,1	//[衣装] クローバーのシルクハット
4,20086,1	//[衣装] 飛龍乗雲帽
4,20090,1	//[衣装] 装飾用卵殻
4,20091,1	//[衣装] パイプタバコ
4,20092,1	//[衣装] セール表示板
4,20093,1	//[衣装] ウィザードハット
4,20094,1	//[衣装] グリーンヘアバンド
4,20095,1	//[衣装] レッドヘアバンド
4,20096,1	//[衣装] ブルーヘアバンド
4,20097,1	//[衣装] ホワイトヘアバンド
4,20098,1	//[衣装] ヴァンパイアのヘアバンド
4,20099,1	//[衣装] リョースアールヴ
4,20100,1	//[衣装] ボリュームフェザーハット
4,20101,1	//[衣装] ブラギの羽耳
4,20102,1	//[衣装] 馬王
4,20103,1	//[衣装] くっつきパンダ
4,20104,1	//[衣装] すっごいピッキ
4,20105,1	//[衣装] 魚帽子
4,20106,1	//[衣装] クラシックハット
4,20107,1	//[衣装] くわえた魚
4,20108,1	//[衣装] ハンターグラス
4,20109,1	//[衣装] ジョリーロジャー
4,20110,1	//[衣装] とぐろを巻いた蛇帽子
4,20112,1	//[衣装] アクアテンガロンハット
4,20113,1	//[衣装] 星詠みの帽子
4,20114,1	//[衣装] 葬式用の帽子
4,20115,1	//[衣装] アンダーリムメガネ
4,20116,1	//[衣装] マーメイドヘッドフォン
4,20117,1	//[衣装] ラズベリームースハット
4,20118,1	//[衣装] ケーキ帽
4,20119,1	//[衣装] 毛糸の帽子
4,20120,1	//[衣装] アンテナ
4,20121,1	//[衣装] 白睡蓮の冠
4,20122,1	//[衣装] ハッピーサマーリボン
4,20123,1	//[衣装] 睨む目
4,20124,1	//[衣装] 蝶の仮面
4,20125,1	//[衣装] ミニグラス
4,20126,1	//[衣装] タナトスの憎悪仮面
4,20127,1	//[衣装] 深淵の兜
4,20128,1	//[衣装] リムーバの帽子
4,20129,1	//[衣装] ポポリン帽
4,20130,1	//[衣装] ウィスパートールハット
4,20131,1	//[衣装] 時計塔管理者のインカム
4,20132,1	//[衣装] 思念のオーラ
4,20133,1	//[衣装] ポリンの被り物
4,20134,1	//[衣装] 白き深淵の騎士の兜
4,20137,1	//[衣装] 導火線
4,20138,1	//[衣装] ラッコ帽
4,20139,1	//[衣装] ミニ祝い駒(青)
4,20140,1	//[衣装] ミニ祝い駒(紫)
4,20142,1	//[衣装] ハートファンデーション
4,20144,1	//[衣装] 古代妖精の耳
4,20146,1	//[衣装] 女神の仮面
4,20148,1	//[衣装] ノーブルハット
4,20149,1	//[衣装] 六四式眼鏡
4,20150,1	//[衣装] 風神の扇
4,20151,1	//[衣装] ポイズンスポア帽
4,20152,1	//[衣装] 米俵
4,20153,1	//[衣装] モノクロームキャップ
4,20154,1	//[衣装] 舞い落ちる紅葉
4,20155,1	//[衣装] 貴婦人の羽帽子
4,20156,1	//[衣装] 紅の扇
4,20157,1	//[衣装] 青い魚
4,20158,1	//[衣装] サークレット
4,20159,1	//[衣装] 青いバンダナ
4,20161,1	//[衣装] プロンテラ軍帽
4,20162,1	//[衣装] 白羊毛帽子
4,20163,1	//[衣装] 桃羊毛帽子
4,20164,1	//[衣装] ドゥネイールの兜
4,20165,1	//[衣装] テンドリルリオン帽
4,20166,1	//[衣装] ゴールテンダーマスク
4,20167,1	//[衣装] デビルチヘッドフォン
4,20168,1	//[衣装] スカルフード
4,20169,1	//[衣装] 長い舌
4,20170,1	//[衣装] 子悪魔帽（灰）
4,20171,1	//[衣装] セピアキャップ
4,20172,1	//[衣装] パンプキンヘッド
4,20173,1	//[衣装] ルードフード
4,20174,1	//[衣装] 橙色のハロウィンハット
4,20175,1	//[衣装] ディアボリックヘッドフォン
4,20176,1	//[衣装] ハッピーピエロ仮面
4,20177,1	//[衣装] たれドラ助
4,20178,1	//[衣装] 仮初めの恋
4,20179,1	//[衣装] サルの帽子
4,20181,1	//[衣装] ミスティックローズ
4,20182,1	//[衣装] まだら卵殻
4,20184,1	//[衣装] パーティー帽
4,20185,1	//[衣装] ファッションサングラス
4,20186,1	//[衣装] マグニキャップ
4,20187,1	//[衣装] フリッグのサークレット
4,20188,1	//[衣装] モルフェウスの頭巾
4,20189,1	//[衣装] ゴヴニュの兜
4,20190,1	//[衣装] こっこちゃん
4,20191,1	//[衣装] ネコミミベレー
4,20192,1	//[衣装] 猫じゃらし
4,20193,1	//[衣装] 小麦
4,20194,1	//[衣装] 獅子王の兜
4,20195,1	//[衣装] ひっかき猫
4,20196,1	//[衣装] ヒョウ柄耳あて帽
4,20197,1	//[衣装] アミストルベレー
4,20198,1	//[衣装] ミスティの茶色い猫耳
4,20200,1	//[衣装] ホワイトラビットボンネット
4,20203,1	//[衣装] 頭巾
4,20204,1	//[衣装] ハンティングキャップ
4,20205,1	//[衣装] 装飾用花
4,20207,1	//[衣装] 縞のバンダナ
4,20208,1	//[衣装] 酒豪のネクタイ
4,20209,1	//[衣装] レインボーバブル
4,20211,1	//[衣装] 酉頭巾
4,20212,1	//[衣装] ニーズヘッグ&ロキ帽
4,20213,1	//[衣装] フルングニルの魔眼
4,20214,1	//[衣装] 邪悪なマーチングハット
4,20215,1	//[衣装] 黒い悪魔の仮面
4,20216,1	//[衣装] ライドワード帽
4,20217,1	//[衣装] アラビアンヴェール
4,20218,1	//[衣装] スペルサーキット
4,20219,1	//[衣装] 天使のマーチングハット
4,20220,1	//[衣装] 暗夜のヴェール
4,20221,1	//[衣装] イフリートの魔眼
4,20222,1	//[衣装] アニバーサリー帽
4,20223,1	//[衣装] 草の葉
4,20224,1	//[衣装] 赤いリボン
4,20226,1	//[衣装] ジャンボコーム
4,20229,1	//[衣装] まねき餅花
4,20230,1	//[衣装] 破産者の仮面
4,20231,1	//[衣装] 雪だるま帽子
4,20232,1	//[衣装] セリーヌのリボン
4,20234,1	//[衣装] ふかふか山羊帽
4,20235,1	//[衣装] 凍土の薔薇
4,20236,1	//[衣装] アークエンジェリング帽
4,20237,1	//[衣装] 毛糸の帽子（桃）
4,20238,1	//[衣装] たれ猫（青）
4,20239,1	//[衣装] 大きいリボンマフラー
4,20240,1	//[衣装] 雪の贈り物
4,20241,1	//[衣装] エクリプス帽子
4,20242,1	//[衣装] スノウノウ帽子
4,20243,1	//[衣装] チョコミントボネット
4,20244,1	//[衣装] ジルタスの仮面
4,20245,1	//[衣装] 肉球のヘアピン
4,20247,1	//[衣装] ダークハンド
4,20249,1	//[衣装] 赫々と燃ゆる逆毛
4,20250,1	//[衣装] 白銀に煌めく逆毛
4,20251,1	//[衣装] ローズキャスケット
4,20252,1	//[衣装] 道士の装飾
4,20253,1	//[衣装] たれエリセル
4,20254,1	//[衣装] リボン（黄）
4,20255,1	//[衣装] 大好きほっぺ
4,20256,1	//[衣装] ハニーパンケーキ
4,20257,1	//[衣装] ブラックラビットボンネット
4,20258,1	//[衣装] ブルーヘッドドレス
4,20259,1	//[衣装] ピンクのクローバー
4,20260,1	//[衣装] スターダスト
4,20261,1	//[衣装] 十字架のヘアバンド
4,20262,1	//[衣装] 狐耳鈴リボン
4,20263,1	//[衣装] 眠り猫
4,20264,1	//[衣装] ブラッドサッカー
4,20265,1	//[衣装] 鳥の巣
4,20266,1	//[衣装] 秘密のチャック
4,20267,1	//[衣装] ペンギンキャップ
4,20268,1	//[衣装] 眠りエクリプス親子
4,20269,1	//[衣装] 白狐耳鈴リボン
4,20270,1	//[衣装] グリフォンの羽耳
4,20271,1	//[衣装] 装飾用ひまわり
4,20273,1	//[衣装] やわらか羊の帽子
4,20274,1	//[衣装] ホワイトチョコクマ帽
4,20275,1	//[衣装] 電球のヘアバンド
4,20276,1	//[衣装] キノコヘアバンド
4,20277,1	//[衣装] バルーンハット
4,20278,1	//[衣装] 男の勲章
4,20279,1	//[衣装] エールホイッスル
4,20280,1	//[衣装] くわえたえんぴつ
4,20281,1	//[衣装] 園児の帽子
4,20282,1	//[衣装] 白い学生帽
4,20283,1	//[衣装] オーバープロテクター
4,20284,1	//[衣装] さくら帽
4,20285,1	//[衣装] 舞い散る桜
4,20286,1	//[衣装] アンダーリムメガネ(赤)
4,20287,1	//[衣装] 男の勲章(金)
4,20288,1	//[衣装] 魔女の祭祀帽
4,20289,1	//[衣装] 保護する者の黒い翼
4,20290,1	//[衣装] 漆黒のイビルドルイド帽
4,20291,1	//[衣装] トトマスク
4,20292,1	//[衣装] 沙羅ぁ麺
4,20293,1	//[衣装] スリーパー帽子
4,20294,1	//[衣装] マクシミリアン・フォン・ベベ29世
4,20295,1	//[衣装] ポリンサングラス
4,20296,1	//[衣装] ヨーヨー帽
4,20297,1	//[衣装] サボテン帽子
4,20298,1	//[衣装] しあわせたれルナティック耳
4,20299,1	//[衣装] フェイスクラッシャー
4,20300,1	//[衣装] ヒルウィンドマスク
4,20301,1	//[衣装] 黄金のサベージベベ
4,20302,1	//[衣装] ヴェルゼブブの王冠
4,20303,1	//[衣装] マンドラゴラキャップ
4,20304,1	//[衣装] たぬき帽
4,20306,1	//[衣装] オシャレなデザイナーの帽子
4,20307,1	//[衣装] ビギナー帽
4,20311,1	//[衣装] マジカルブースター
4,20312,1	//[衣装] バロールの魔眼
4,20313,1	//[衣装] くわえたディスク
4,20314,1	//[衣装] ニューウェイブサングラス
4,20315,1	//[衣装] アナライズアイ
4,20316,1	//[衣装] 熾天使の羽兜
4,20317,1	//[衣装] ネコミミサイバーヘッドフォン
4,20318,1	//[衣装] チャールストンのアンテナ
4,20319,1	//[衣装] クリムゾンブースター
4,20320,1	//[衣装] バンダナ
4,20321,1	//[衣装] 三零七式スキュート
4,20322,1	//[衣装] オットー帽
4,20323,1	//[衣装] 音の煌めき
4,20324,1	//[衣装] はとハット
4,20325,1	//[衣装] リトルアクアリウム
4,20326,1	//[衣装] 水兵の襟
4,20327,1	//[衣装] マリンキャップ
4,20328,1	//[衣装] 黄金の秋刀魚
4,20329,1	//[衣装] たれショコラ=バシニオ帽
4,20330,1	//[衣装] ソンブレロ
4,20331,1	//[衣装] デザートプリンス
4,20332,1	//[衣装] 純白のリボン
4,20333,1	//[衣装] 家族の絆
4,20334,1	//[衣装] コントローラー
4,20335,1	//[衣装] 涙目
4,20338,1	//[衣装] 踊るカラフルなタコ
4,20339,1	//[衣装] フラワーサマーハット
4,20340,1	//[衣装] ストレートポニー(黒)
4,20341,1	//[衣装] 飛び跳ねた毛(黒)
4,20342,1	//[衣装] ゆるウェーブツイン(黒)
4,20343,1	//[衣装] メロンメット
4,20344,1	//[衣装] ハッピーバルーン
4,20345,1	//[衣装] 海神の守護
4,20346,1	//[衣装] たれパーメットタートル
4,20347,1	//[衣装] ポリン海賊団帽
4,20348,1	//[衣装] おしゃれな帽子
4,20349,1	//[衣装] 空飛ぶガラパゴ
4,20350,1	//[衣装] 飛び跳ねた毛(黄)
4,20351,1	//[衣装] 飛び跳ねた毛(緑)
4,20352,1	//[衣装] 飛び跳ねた毛(紫)
4,20353,1	//[衣装] 飛び跳ねた毛(赤)
4,20354,1	//[衣装] 飛び跳ねた毛(紅)
4,20355,1	//[衣装] 飛び跳ねた毛(青)
4,20356,1	//[衣装] 飛び跳ねた毛(白)
4,20357,1	//[衣装] ストレートポニー(黄)
4,20358,1	//[衣装] ストレートポニー(緑)
4,20359,1	//[衣装] ストレートポニー(紫)
4,20360,1	//[衣装] ストレートポニー(赤)
4,20361,1	//[衣装] ストレートポニー(紅)
4,20362,1	//[衣装] ストレートポニー(青)
4,20363,1	//[衣装] ストレートポニー(白)
4,20364,1	//[衣装] ゆるウェーブツイン(黄)
4,20365,1	//[衣装] ゆるウェーブツイン(緑)
4,20366,1	//[衣装] ゆるウェーブツイン(紫)
4,20367,1	//[衣装] ゆるウェーブツイン(赤)
4,20368,1	//[衣装] ゆるウェーブツイン(紅)
4,20369,1	//[衣装] ゆるウェーブツイン(青)
4,20370,1	//[衣装] ゆるウェーブツイン(白)
4,20371,1	//[衣装] たれリリア人形
4,20372,1	//[衣装] リボンハット
4,20373,1	//[衣装] スイカ帽子
4,20374,1	//[衣装] 機械植物帽
4,20375,1	//[衣装] イグニスキャップ
4,20376,1	//[衣装] メモリーオブラバーズ
4,20377,1	//[衣装] 飛行帽
4,20378,1	//[衣装] スカイメット
4,20379,1	//[衣装] 懐中時計の髪飾り
4,20380,1	//[衣装] 機械羽根のヘアバンド
4,20381,1	//[衣装] スチームパンクハット
4,20382,1	//[衣装] シルバースナイパー人形
4,20383,1	//[衣装] マジックデコイ人形
4,20384,1	//[衣装] ドゥクス・ティアのティアラ
4,20385,1	//[衣装] オークヒーローの兜
4,20386,1	//[衣装] 勝利のウィングヘルム
4,20387,1	//[衣装] X字ヘアピン
4,20388,1	//[衣装] アヤム
4,20389,1	//[衣装] モザイク
4,20390,1	//[衣装] ゴブリン族の仮面
4,20391,1	//[衣装] 沈黙の執行者
4,20392,1	//[衣装] スナイパーゴーグル
4,20393,1	//[衣装] シュミッツのヘルム
4,20394,1	//[衣装] パンプキンコック帽
4,20395,1	//[衣装] 神秘の魔女帽
4,20398,1	//[衣装] ニブルヘイムバニーハット
4,20399,1	//[衣装] 鴉天狗の面
4,20400,1	//[衣装] イクトゥスのロザリオ
4,20401,1	//[衣装] 天使の導き
4,20402,1	//[衣装] 聖なるクロブーク
4,20403,1	//[衣装] たれタナトスの苦悩
4,20404,1	//[衣装] 天使たちの祝福
4,20405,1	//[衣装] エレメス=ガイルのスカーフ
4,20406,1	//[衣装] 戒めの銀鎖
4,20407,1	//[衣装] 思念のオーラ(紅蓮)
4,20408,1	//[衣装] 血塗られた光と闇の鎮魂冠
4,20409,1	//[衣装] …いる
4,20410,1	//[衣装] ボーンヘッド
4,20411,1	//[衣装] たれグラリス人形
4,20412,1	//[衣装] たれテーリング人形
4,20413,1	//[衣装] ピアメットのヘッドドレス
4,20414,1	//[衣装] 偽りの冠
4,20415,1	//[衣装] 勝利の女神（青）
4,20418,1	//[衣装] サンタポリンバルーン
4,20419,1	//[衣装] ポポリンバルーン
4,20428,1	//[衣装] ネコリンバルーン
4,20429,1	//[衣装] ピアメットの蝶ネクタイ
4,20430,1	//[衣装] 魔神モロクの忠実な下僕
4,20431,1	//[衣装] マギスティンのヘッドドレス
4,20432,1	//[衣装] カーリッツバーグ騎士団のヘルム
4,20433,1	//[衣装] ルイーゼの赤い帽子
4,20435,1	//[衣装] 山茶花の髪飾り
4,20436,1	//[衣装] エンジェリングニット帽
4,20437,1	//[衣装] しだれ桜のかんざし
4,20438,1	//[衣装] 商魂のソロバン
4,20439,1	//[衣装] 新春の輝き
4,20440,1	//[衣装] 金の音色
4,20441,1	//[衣装] 大きいリボンマフラー(赤)
4,20442,1	//[衣装] 紅白モチリン帽
4,20443,1	//[衣装] ユニコーンの兜
4,20444,1	//[衣装] 怪盗アニバーサリー帽
4,20445,1	//[衣装] ろうそく
4,20447,1	//[衣装] ダンシングミニミニポリン
4,20448,1	//[衣装] 水の使い手
4,20449,1	//[衣装] 白と黒の誘惑
4,20450,1	//[衣装] グラムピオニー
4,20451,1	//[衣装] 思い出の夜空
4,20452,1	//[衣装] 苺王子の冠
4,20453,1	//[衣装] 風呂敷包み
4,20454,1	//[衣装] 古代女王の髪飾り
4,20455,1	//[衣装] 共和国の帽子
4,20456,1	//[衣装] 負傷兵の包帯
4,20457,1	//[衣装] 舞い降る虹色の天使の羽
4,20458,1	//[衣装] ワイルドポリンライダー
4,20459,1	//[衣装] ヴァルハラアイドル
4,20460,1	//[衣装] 茨のヘアバンド
4,20461,1	//[衣装] 九三式流血翅
4,20462,1	//[衣装] ネコミミケープ
4,20463,1	//[衣装] ツートンベレー
4,20464,1	//[衣装] モノクロリボンハット
4,20465,1	//[衣装] ダテメガネ
4,20466,1	//[衣装] 真紅のリボン
4,20467,1	//[衣装] 精霊の王冠
4,20468,1	//[衣装] ゴリラの被り物
4,20469,1	//[衣装] 鬼の一本角
4,20470,1	//[衣装] 板チョコ
4,20471,1	//[衣装] チューリップヘアピン
4,20472,1	//[衣装] 天使の兜
4,20473,1	//[衣装] 鉱山ヘルメット
4,20474,1	//[衣装] バナナの皮
4,20475,1	//[衣装] 高貴な白リボン
4,20481,1	//[衣装] イフリート仮面
4,20482,1	//[衣装] 楽園の鳥かご
4,20483,1	//[衣装] 蝶のツインバレッタ
4,20484,1	//[衣装] ひまわりのヘアピン
4,20485,1	//[衣装] 食蟲花のヘアピン
4,20486,1	//[衣装] ツインマーガレット
4,20487,1	//[衣装] はなのワルツ
4,20488,1	//[衣装] 淡黄色のリボン
4,20489,1	//[衣装] 教皇の冠
4,20490,1	//[衣装] 桜花爛漫のかんざし(青)
4,20491,1	//[衣装] レーザーオブイーグル
4,20492,1	//[衣装] 口笛
4,20493,1	//[衣装] 天使のヘッドフォン
4,20494,1	//[衣装] 未確認飛行ポリン
4,20495,1	//[衣装] クアティハット
4,20496,1	//[衣装] 柴犬帽(黒)
4,20497,1	//[衣装] ウンバラの魂
4,20498,1	//[衣装] 象帽子
4,20499,1	//[衣装] 猫みみハット
4,20501,1	//[衣装] アクセルウィング
4,20502,1	//[衣装] デモンフェザー
4,20507,1	//[衣装] ポリンリュック
4,20508,1	//[衣装] 看板娘
4,20509,1	//[衣装] ウリエルの翼
4,20510,1	//[衣装] ソードウィング
4,20511,1	//[衣装] フェアリーウィング
4,20512,1	//[衣装] 冒険者のリュック
4,20513,1	//[衣装] 探検家のバックパック
4,20514,1	//[衣装] 魔剣士タナトスの剣
4,20515,1	//[衣装] 魔法陣
4,20516,1	//[衣装] ミカエルの翼
4,20518,1	//[衣装] デビルチリュック
4,20519,1	//[衣装] 満開の桜
4,20521,1	//[衣装] 黒猫リュック
4,20522,1	//[衣装] 霊魂の祝福
4,20524,1	//[衣装] 輝く天使の翼
4,20527,1	//[衣装] フェアリーウィング(赤)
4,20528,1	//[衣装] フェアリーウィング(黄)
4,20530,1	//[衣装] ガブリエルの翼
4,20532,1	//[衣装] 紅焔の爆裂波動(肩にかける物)
4,20534,1	//[衣装] 大きな白猫
4,20535,1	//[衣装] デジタル空間
4,20537,1	//[衣装] 舞い落ちる赤い紅葉
4,20538,1	//[衣装] 虹色の魔法陣
4,20541,1	//[衣装] エンジェリックリボン
4,20543,1	//[衣装] おばけガーリン
4,20544,1	//[衣装] ゴールデンシャワー
4,20546,1	//[衣装] 祝福のリボン
4,20547,1	//[衣装] ウィスパーの祝福
4,20548,1	//[衣装] はじけるポリンオーラ
4,20549,1	//[衣装] ブルーエナジー
4,20550,1	//[衣装] バイオレットエナジー
4,20551,1	//[衣装] ライトブルーエナジー
4,20552,1	//[衣装] グリーンエナジー
4,20553,1	//[衣装] ピンクエナジー
4,20554,1	//[衣装] ホワイトエナジー
4,20555,1	//[衣装] シルバーエナジー
4,20556,1	//[衣装] ブラックエナジー
4,20557,1	//[衣装] ゴールドエナジー
4,20558,1	//[衣装] イエローグリーンエナジー
4,20559,1	//[衣装] レッドオーラ
4,20560,1	//[衣装] ブルーオーラ
4,20561,1	//[衣装] バイオレットオーラ
4,20562,1	//[衣装] ライトブルーオーラ
4,20563,1	//[衣装] グリーンオーラ
4,20564,1	//[衣装] ピンクオーラ
4,20565,1	//[衣装] ホワイトオーラ
4,20566,1	//[衣装] シルバーオーラ
4,20567,1	//[衣装] ブラックオーラ
4,20568,1	//[衣装] ゴールドオーラ
4,20569,1	//[衣装] イエローグリーンオーラ
4,20570,1	//[衣装] 大きなハートチョコ
4,20571,1	//[衣装] 戦乙女の翼
4,20572,1	//[衣装] マジカルウィング
4,20573,1	//[衣装] バイオレットハイロゥ
4,20574,1	//[衣装] ランドセル(赤)
4,20575,1	//[衣装] ランドセル(黒)
4,20576,1	//[衣装] にゃんフォーク
4,20577,1	//[衣装] バルーンリボン
4,20578,1	//[衣装] ラグエルの翼
4,20581,1	//[衣装] 迷彩リュック
4,20582,1	//[衣装] ベアドールリュック
4,20583,1	//[衣装] イリュージョンクリスタル
4,20584,1	//[衣装] 大きな猫じゃらし
4,20585,1	//[衣装] アングリーベアー
4,20586,1	//[衣装] ロリルリの三日月
4,20587,1	//[衣装] 光と闇の翼
4,20588,1	//[衣装] ニブルブルーム
4,20589,1	//[衣装] 絡繰の片羽
4,20590,1	//[衣装] イビルドルイドの十字架
4,20591,1	//[衣装] 黄金の弓
4,20592,1	//[衣装] プレゼント袋
4,20593,1	//[衣装] 氷の翼
4,20594,1	//[衣装] でっかリボマント
4,20596,1	//[衣装] テディベアリュック
4,20597,1	//[衣装] イーブルの大鎌
4,20598,1	//[衣装] 大きな黒猫
4,20599,1	//[衣装] 桜の翼
4,20601,1	//[衣装] レッドエナジー
4,20602,1	//[衣装] 戦乙女の麗しい翼
4,20603,1	//[衣装] オオルリアゲハの羽根
4,20604,1	//[衣装] 祝福のヴェール
4,20605,1	//[衣装] 葉っぱ傘
4,20607,1	//[衣装] 戦乙女の輝く翼
4,20608,1	//[衣装] ミッドナイトブルーエナジー
4,20609,1	//[衣装] ミッドナイトブルーオーラ
4,20610,1	//[衣装] グレーエナジー
4,20611,1	//[衣装] グレーオーラ
4,20613,1	//[衣装] スパイダーウィング
4,20614,1	//[衣装] キエル・ハイルの暗黒
4,20618,1	//[衣装] 大きな黒ウサギ
4,20619,1	//[衣装] 鳳凰の翼
4,20621,1	//[衣装] 汚染されたダークロードのマント
4,20737,1	//[衣装] 麒麟の翼
4,20746,1	//[衣装] 熾天使の翼
4,20762,1	//[衣装] 大悪魔の翼
4,20763,1	//[衣装] アミストルリュック
4,20764,1	//[衣装] 堕天使の翼
4,20765,1	//[衣装] 大天使の翼
4,20798,1	//[衣装] 死神
4,20950,1	//[衣装] ファイアーレッドオーラ
4,20985,1	//[衣装] ひょうたん徳利
4,20987,1	//[衣装] エンジェリングリュック
4,20988,1	//[衣装] 機械蝶の翅
4,20989,1	//[衣装] ゼンマイネジ
4,20990,1	//[衣装] 回る歯車
4,20992,1	//[衣装] フェアリーオブエデン
4,21200,1	//[衣装] ティアドロップ
4,21300,1	//[衣装] 獅子の仮面
4,21301,1	//[衣装] 彷徨う者の笠
4,24422,1	//[衣装] ファイアーレッドエナジー
4,31027,1	//[衣装] プリティーベア
4,31028,1	//[衣装] 黒猫のフード
4,31029,1	//[衣装] サベージベベマスク
4,31030,1	//[衣装] タイガーフェイス
4,31031,1	//[衣装] たれ教皇(私服)
4,31032,1	//[衣装] たれルーミン
4,31033,1	//[衣装] 一般信徒の面
4,31034,1	//[衣装] 海賊の頭巾
4,31035,1	//[衣装] お金を失った者の心
4,31036,1	//[衣装] 使道の帽子
4,31037,1	//[衣装] ベレー
4,31038,1	//[衣装] チェックバンダナ
4,31039,1	//[衣装] 古王の王冠(赤)
4,31040,1	//[衣装] マジカルフェザー
4,31041,1	//[衣装] 子猫のヘッドドレス
4,31042,1	//[衣装] サバイバルサークレット
4,31043,1	//[衣装] リボン（白）
4,31044,1	//[衣装] たれ猫（桃）
4,31045,1	//[衣装] 蒼のリアリボン
4,31046,1	//[衣装] ホワイトローズプリンセス
4,31047,1	//[衣装] 初恋ほっぺ
4,31048,1	//[衣装] ホワイトリリー(黒リボン)
4,31049,1	//[衣装] マーリンの帽子
4,31050,1	//[衣装] ゴールデンポリンの帽子
4,31051,1	//[衣装] ポリンサンバイザー
4,31053,1	//[衣装] たれエドガ
4,31054,1	//[衣装] スティング帽子
4,31055,1	//[衣装] ポリンシャボンパイプ
4,31057,1	//[衣装] エレメス=ガイルのスカーフ(黒)
4,31058,1	//[衣装] ジェラート帽子
4,31059,1	//[衣装] 水夫の帽子
4,31060,1	//[衣装] スターフィッシュバレッタ
4,31061,1	//[衣装] かにニッパのヘアピン
4,31062,1	//[衣装] エレノアのウィッグ
4,31063,1	//[衣装] おだんごヘア(青)
