//2025/06/17 アップデート,,,
//ID,Name,Jname,0:防具/重複不可 1:武器/重複可 2:エンチャント/スクリプト
300322,card,封印されたオークロードカード,0
300323,card,封印されたドッペルゲンガーカード,1
300324,card,封印されたドレイクカード,1
300325,card,封印されたバフォメットカード,1
300326,card,封印されたフリオニカード,1
300327,card,封印されたマヤーカード,0
300328,card,封印されたミストレスカード,0
300330,card,封印されたアトロスカード,1
300331,card,封印されたイフリートカード,0
300332,card,封印されたグルームアンダーナイトカード,0
300334,card,封印された堕ちた大神官ヒバムカード,0
300335,card,封印された女王スカラバカード,1
300337,card,封印された女帝スカラバカード,0
300338,card,封印された魔剣士タナトスの思念体カード,1
300339,card,封印された汚染されたダークロードカード,0
300340,card,封印された汚染されたブリナラネアカード,0
300341,card,封印された硬化ムスペルスコールカード,0
300343,card,封印されたタイムホルダーカード,1
300344,card,封印されたボミカード,0
300345,card,封印された怒りの月夜花カード,0
300346,card,封印された怒りのドラキュラカード,0
300348,card,封印されたアメンホテプカード,0
300349,card,封印された古のタオグンカカード,0
300350,card,封印された輝くベアドールカード,0
300351,card,封印された古のウータンガードカード,0
300352,card,封印された覚醒クトルラナックスカード,0
300353,card,封印された混沌のバフォメットカード,0
300354,card,封印された深海のクラーケンカード,0
300355,card,封印された不吉なタートルGカード,0
300356,card,アグネス・レベンブルグ(サイン入り)カード,0
300357,card,ポー・リハルト(サイン入り)カード,0
300358,card,アイザック・ウィグナー(サイン入り)カード,0
300359,card,アイスフナムシカード,0
300360,card,光るワカメカード,0
300361,card,アイスストローカード,0
300362,card,不凍花カード,0
300363,card,リマキナカード,0
300364,card,カラマリンカード,0
300365,card,原始ルガンカード,0
300366,card,最下級ルガンカード,1
300367,card,下級ルガンカード,0
300368,card,中級ルガンカード,1
300369,card,廃棄された原始ルガンカード,0
300370,card,廃棄された中級ルガンカード,0
300371,card,洞窟カラマリンカード,1
300372,card,洞窟不凍花カード,1
300373,card,ベビーハルキゲニアカード,0
300374,card,ハルキゲニアカード,0
300375,card,単眼ドロカリスカード,1
300376,card,双眼ドロカリスカード,1
300377,card,ウルトラリマキナカード,0
300378,card,Sユンケアカード,0
300379,card,改造された上級ルガンカード,0
300380,card,巻き込まれた中級ルガンカード,0
300381,card,ハートハンターATカード,1
300382,card,アクィラカード,1
300386,ench,破砕,0
300387,ench,魔刃,0
300389,ench,黒翼の使徒,0
300392,card,封印されたストームナイトカード,1
300393,card,封印されたタートルジェネラルカード,1
300394,card,封印されたドラキュラカード,1
300395,card,封印されたヴェスパーカード,0
300396,card,封印されたキエル-D-01カード,0
300397,card,封印されたファラオカード,0
300398,card,封印されたRSX-0806カード,0
300399,card,封印されたデータルザウルスカード,0
300400,card,封印されたハティーカード,0
300401,card,封印されたアモンラーカード,0
300402,card,封印されたボイタタカード,1
300403,card,封印された怨霊武士カード,1
300404,card,封印されたペクソジンカード,0
300405,card,封印された黒蛇王カード,0
300406,card,封印されたゴピニクカード,0
300407,card,封印されたタオグンカカード,0
300408,card,封印されたレヤックカード,0
300409,card,封印されたレディータニーカード,0
300410,card,メロリンカード,1
300411,card,堕メロリンカード,1
300420,card,迷宮のヴェルゼブブカード,0
300421,card,キャサリンカード,0
300422,card,キャサリン・ゲオルグカード,0
300423,card,フリードリヒカード,0
300424,card,フリードリヒ・ハイネンカード,1
300425,card,クルックスカード,0
300426,card,クルックス・ファインデルカード,0
300451,card,キャサリン・ゲオルグ(サイン入り)カード,0
300452,card,フリードリヒ・ハイネン(サイン入り)カード,0
300453,card,クロネカー・ハイネン(サイン入り)カード,0
300486,card,エレナカード,0
300487,card,リベリオン・エレナ・ヴォルコヴァカード,1
300488,card,ルッキーカード,0
300489,card,リベリオン・ルッキーカード,0
300490,card,エストカード,0
300491,card,リベリオン・エスト・ラブロイカード,0
300492,card,ゴニーカード,0
300493,card,リベリオン・ゴニーカード,0
300494,card,フィローテスカード,0
300495,card,秘密の羽・フィローテスカード,0
300496,card,レイジーカード,0
300497,card,秘密の羽・レイジーカード,0
300498,ench,コスモ,0
300499,ench,潜在解放(天帝I),0
300502,card,秘密の羽・レイジー(サイン入り)カード,0
300503,card,リベリオン・エレナ・ヴォルコヴァ(サイン入り)カード,0
300504,card,リベリオン・エスト・ラブロイ(サイン入り)カード,0
310012,ench,死の欲動,0
310075,ench,グリード詠唱 - 100%,0
310082,ench,Q-Normal,0
310083,ench,Q-Boss,0
310084,ench,B-Vit,0
310085,ench,B-Luk,0
310086,ench,B-Str,0
310087,ench,B-Agi,0
310088,ench,B-Int,0
310089,ench,B-Dex,0
310090,ench,A-Reflect,0
310091,ench,A-SPCost,0
310092,ench,P-Petrifaction,0
310093,ench,P-Curse,0
310094,ench,P-Sleep,0
310095,ench,P-Confuse,0
310096,ench,P-Silence,0
310097,ench,P-Fear,0
310098,ench,P-Ignition,0
310099,ench,R-Saint,0
310100,ench,R-Undead,0
310101,ench,R-Darkness,0
310102,ench,R-Telekinesis,0
310103,ench,E-Saint,0
310104,ench,E-Undead,0
310105,ench,E-Darkness,0
310106,ench,E-Poison,0
310107,ench,G-Guided,0
310108,ench,G-Cri,0
310109,ench,U-PowerArmor,0
310110,ench,U-PowerLeg,0
310111,ench,U-PowerWing,0
310112,ench,U-PowerShield,0
310121,ench,S-UnlimitVital,0
310122,ench,S-SpellBuster,0
310123,ench,S-FiringShot,0
310124,ench,S-OverPower,0
310125,ench,S-FatalFlash,0
310126,ench,S-LuckyStrike,0
310127,ench,L-Sight1,0
310128,ench,L-Teleport1,0
310129,ench,L-SpellBreaker1,0
310130,ench,L-Steal1,0
310131,ench,L-SnowFlip1,0
310132,ench,L-PeonyMamy1,0
310133,ench,L-Sadagui1,0
310134,ench,L-SeuoiaDust1,0
310135,ench,L-Hiding1,0
310136,ench,L-Magnum3,0
310137,ench,L-FireBall3,0
310138,ench,L-Heal1,0
310139,ench,L-Cure1,0
310140,ench,L-Poison3,0
310141,ench,L-Detoxify1,0
310142,ench,L-ThrowStone1,0
310143,ench,L-AbsorbSpirits1,0
310144,ench,L-Bash3,0
310145,ench,L-Cloaking1,0
310146,ench,L-CastCancel1,0
310147,ench,L-FireBolt3,0
310148,ench,L-ColdBolt3,0
310149,ench,L-LightningBolt3,0
310150,ench,L-EarthSpike3,0
310151,ench,L-Angelus1,0
310152,ench,L-StoneCurse3,0
310153,ench,L-FrostDiver3,0
310154,ench,L-Meteor3,0
310155,ench,L-Estimation1,0
310156,ench,L-FrostNova2,0
310157,ench,L-DecAgi1,0
310158,ench,L-Identify1,0
310159,ench,L-Loud1,0
310160,ench,L-SoulStrike3,0
310161,ench,L-CallSpirits2,0
310162,ench,L-CloseConfine1,0
310163,ench,L-AutoGuard3,0
310164,ench,L-PotionPitcher3,0
310165,ench,L-MagicPower5,0
310166,ench,L-Gloria1,0
310192,ench,<Extreme>,0
310193,ench,ノックバック無効,0
310194,ench,Def + 50,0
310195,ench,マグニフィカートLv5,0
310196,ench,遠距離物理耐性 + 10%,0
310197,ench,天地崩壊,0
310198,ench,断撃,0
310203,ench,斬魔,0
310269,ench,石化耐性,0
310270,ench,T-PowerBoost,0
310271,ench,T-MagicBoost,0
310272,ench,T-Assault,0
310273,ench,T-Electricity,0
310310,ench,潜在解放(ルーンナイト),0
310311,ench,潜在解放(ロイヤルガード),0
310312,ench,潜在解放(ソーサラー),0
310313,ench,潜在解放(アークビショップ),0
310314,ench,潜在解放(修羅),0
310315,ench,潜在解放(シャドウチェイサー),0
310316,ench,潜在解放(メカニック),0
310317,ench,潜在解放(ジェネティック),0
310318,ench,必中攻撃 + 25%,0
310319,ench,Hit + 100,0
310320,ench,念属性付与(鎧),0
310323,ench,超越,1
310331,ench,潜在解放(ウォーロック),0
310332,ench,潜在解放(ギロチンクロス),0
310333,ench,潜在解放(ミンストレル),0
310334,ench,潜在解放(レンジャー),0
310335,ench,潜在解放(ワンダラー),0
310336,ench,サイトLv1,0
310337,ench,透視,0
310478,ench,ウルフオーブ(Str + 7),0
310479,ench,ウルフオーブ(Dex + 7),0
310480,ench,ウルフオーブ(Agi + 7),0
310481,ench,ウルフオーブ(Int + 7),0
310482,ench,ウルフオーブ(Vit + 7),0
310483,ench,ウルフオーブ(Luk + 7),0
310484,ench,ウルフオーブ(Pow + 3),0
310485,ench,ウルフオーブ(Con + 3),0
310486,ench,ウルフオーブ(Wis + 3),0
310487,ench,ウルフオーブ(Spl + 3),0
310488,ench,ウルフオーブ(Sta + 3),0
310489,ench,ウルフオーブ(Crt + 3),0
310496,ench,ウルフオーブ(Def + 300),0
310497,ench,ウルフオーブ(Mdef + 30),0
310506,ench,ウルフオーブ(Def50%無視),0
310507,ench,ウルフオーブ(Mdef50%無視),0
310515,ench,ウルフオーブ(スキルディレイ - 15%),0
310567,ench,ウルフオーブ(攻撃速度 + 10%),0
310568,ench,ウルフオーブ(詠唱時間 - 15%),0
310571,ench,ウルフオーブ(完全回避 + 25),0
310572,ench,ウルフオーブ(詠唱妨害不可),0
310597,ench,ウルフオーブ(物理：ダメージ + 20%),0
310598,ench,ウルフオーブ(魔法：ダメージ + 20%),0
310600,ench,ウルフオーブ(固定詠唱時間 - 50%),0
,,,
310653,ench,Q-Range,0
,,,
310758,ench,プレイヤー耐性13,0
310759,ench,アレス,0
,,,
310850,ench,揚花火,0
310940,ench,潜在覚醒(インスピレーションI),0
310941,ench,潜在覚醒(アースドライブI),0
310942,ench,潜在覚醒(ジャックフロスト),0
310943,ench,潜在覚醒(クリムゾンロックI),0
310944,ench,潜在覚醒(サモンベントス),0
310945,ench,潜在覚醒(サイキックウェーブI),0
310946,ench,潜在覚醒(サイキックウェーブII),0
310947,ench,潜在覚醒(ヴェラチュールスピアーI),0
310948,ench,潜在覚醒(アローストーム),0
310949,ench,潜在覚醒(アローストームII),0
310950,ench,潜在覚醒(シビアレインストーム),0
310951,ench,潜在覚醒(シビアレインストームII),0
310952,ench,潜在覚醒(ジュデックス),0
310953,ench,潜在覚醒(ジュデックスII),0
310954,ench,潜在覚醒(イグニッションブレイク),0
310955,ench,潜在覚醒(イグニッションブレイクII),0
310956,ench,潜在覚醒(ソニックウェーブI),0
310957,ench,潜在覚醒(獅子吼),0
310958,ench,潜在覚醒(獅子吼II),0
310959,ench,潜在覚醒(アームズキャノン),0
310960,ench,潜在覚醒(アックストルネードI),0
310961,ench,潜在覚醒(クレイジーウィード),0
310962,ench,潜在覚醒(カートキャノンI),0
310963,ench,潜在覚醒(ローリングカッターI),0
310964,ench,潜在覚醒(クロスリッパースラッシャーI),0
310965,ench,潜在覚醒(トライアングルショットI),0
310966,ench,潜在覚醒(フェイタルメナスI),0
310967,ench,潜在覚醒(風魔手裏剣 -乱華-I),0
310968,ench,潜在覚醒(十文字斬りI),0
310971,ench,潜在覚醒(バニシングバスター),0
310972,ench,潜在覚醒(ラウンドトリップI),0
310973,ench,潜在覚醒(満月脚),0
310974,ench,潜在覚醒(太陽爆発I),0
310975,ench,潜在覚醒(満月脚II),0
310976,ench,潜在覚醒(エスハ),0
310977,ench,潜在覚醒(死霊爆発I),0
310978,ench,潜在覚醒(大トロ),0
310979,ench,潜在覚醒(サベージの魂),0
310980,ench,潜在覚醒(マタタビランスI),0
310981,ench,潜在覚醒(イヌハッカメテオI),0
311065,ench,レジストポイズン,0
311066,ench,レジストセイント,0
311067,ench,レジストダークネス,0
311068,ench,レジストテレキネシス,0
311069,ench,レジストアンデッド,0
311070,ench,レジストウォーター,0
311071,card,封印されたヴェルゼブブカード,0
,,,
311073,ench,豊穣の女神,0
311075,ench,厄災の魔将,0
311101,ench,雪花の魔力(練武I),0
311102,ench,雪花の魔力(練魔I),0
311192,ench,氷華の魔力(ルーンナイトI),0
311193,ench,氷華の魔力(ロイヤルガードI),0
311194,ench,氷華の魔力(ロイヤルガードII),0
311195,ench,氷華の魔力(メカニックII),0
311196,ench,氷華の魔力(メカニックI),0
311197,ench,氷華の魔力(ジェネティックI),0
311198,ench,氷華の魔力(ギロチンクロスI),0
311199,ench,氷華の魔力(シャドウチェイサーII),0
311200,ench,氷華の魔力(シャドウチェイサーI),0
311201,ench,氷華の魔力(ウォーロックI),0
311203,ench,氷華の魔力(ソーサラーI),0
311204,ench,氷華の魔力(アークビショップI),0
311205,ench,氷華の魔力(修羅I),0
311206,ench,氷華の魔力(レンジャーI),0
311207,ench,氷華の魔力(ミンストレル&ワンダラーI),0
311208,ench,氷華の魔力(ミンストレル&ワンダラーII),0
311209,ench,氷華の魔力(星帝I),0
311210,ench,氷華の魔力(ソウルリーパーI),0
311211,ench,氷華の魔力(リベリオンI),0
311212,ench,氷華の魔力(影狼&朧I),0
311213,ench,氷華の魔力(サモナーI),0
311214,ench,氷華の魔力(サモナーII),0
311365,ench,王家の栄光,0
311366,ench,移動速度増加,0
311383,ench,気功Lv2,0
311405,ench,火属性耐性 + 5%,0
311408,ench,地属性耐性 + 5%,0
311409,ench,無属性耐性 + 5%,0
311410,ench,聖属性耐性 + 5%,0
311411,ench,闇属性耐性 + 5%,0
311412,ench,念属性耐性 + 5%,0
311413,ench,毒属性耐性 + 5%,0
311415,ench,エナジーコートLv1,0
311416,ench,オーディンの力Lv2,0
311419,ench,マグナムブレイクLv5,0
311420,ench,固定詠唱時間 - 70%,0
311421,ench,詠唱時間 - 15%,0
311422,ench,攻撃速度 + 15%,0
311436,ench,<Exam>,0
,,,
311440,card,封印されたロードオブデスカード,1
311442,ench,完熟,0
311459,ench,花火玉,0
311882,ench,スキル石(速度増加Lv10),0
,,,
311884,ench,暗黒耐性,0
311885,ench,出血耐性,0
311886,ench,沈黙耐性,0
311887,ench,毒耐性,0
311888,ench,発火耐性,0
311889,ench,呪い耐性,0
311890,ench,限界突破,0
311891,ench,潜在解放(アークメイジI),0
311892,ench,潜在解放(アビスチェイサーI),0
311893,ench,潜在解放(インクイジターI),0
311894,ench,潜在解放(インペリアルガードI),0
311895,ench,潜在解放(ウィンドホークI),0
311896,ench,潜在解放(エレメンタルマスターI),0
311897,ench,潜在解放(カーディナルI),0
311898,ench,潜在解放(シャドウクロスI),0
311899,ench,潜在解放(ドラゴンナイトI),0
311900,ench,潜在解放(トルバドゥールI),0
311901,ench,潜在解放(トルヴェールI),0
311902,ench,潜在解放(バイオロI),0
311903,ench,潜在解放(マイスターI),0
311905,ench,氷結耐性,0
311906,ench,深い睡眠耐性,0
311907,ench,冷凍耐性,0
311909,ench,不滅なる利益者,0
312022,ench,天与の才,0
312023,ench,MaxSP + 15%,0
312031,ench,潜在解放(アークメイジII),0
312032,ench,Cri + 25,0
312033,ench,潜在解放(アビスチェイサーII),0
312034,ench,潜在解放(インクイジターII),0
312035,ench,潜在解放(インペリアルガードII),0
312036,ench,潜在解放(ウィンドホークII),0
312037,ench,潜在解放(エレメンタルマスターII),0
312038,ench,潜在解放(カーディナルII),0
312039,ench,潜在解放(シャドウクロスII),0
312040,ench,潜在解放(ドラゴンナイトII),0
312043,ench,潜在解放(バイオロII),0
312044,ench,潜在解放(マイスターII),0
312045,ench,魔獣の爪牙,0
312046,ench,根源への到達,0
312047,ench,不滅の肉体,0
312048,ench,叡知の王冠,0
312049,ench,蒼穹の覇者,0
312300,ench,潜在解放(ドラゴンナイトIII),0
312301,ench,潜在解放(バイオロIII),0
312303,ench,潜在解放(エレメンタルマスターIII),0
312304,ench,潜在解放(カーディナルIII),0
312305,ench,悠遠なる天上の都,0
312395,ench,ウルの加護,0
312396,ench,潜在解放(シャドウクロスIII),0
312397,ench,潜在解放(アビスチェイサーIII),0
312417,ench,増幅された怨望,0
312418,ench,祈りの晩鐘,0
312419,ench,百射皆中,0
312420,ench,再生の炎,0
312421,ench,最果ての支配者,0
312445,ench,オートスペル(チェーンライトニング),0
312446,ench,魔鉱,0
312473,ench,潜在解放(アークメイジIII),0
312474,ench,潜在解放(ドラゴンナイトIV),0
312475,ench,無念無想,0
312645,ench,潜在解放(カーディナルIV),0
312646,ench,潜在解放(ウィンドホークIII),0
312647,ench,潜在解放(アビスチェイサーIV),0
312691,ench,潜在解放(カーディナルV),0
312799,ench,聖なる防護,0
312807,ench,潜在覚醒(ソウルエクスパンションI),0
312808,ench,潜在覚醒(アースストレインI),0
312809,ench,潜在覚醒(ジャックフロストII),0
312810,ench,潜在覚醒(ヘルインフェルノI),0
312811,ench,潜在覚醒(エイムドボルトI),0
312812,ench,潜在覚醒(アックスブーメランI),0
312813,ench,潜在覚醒(パワースイングI),0
312814,ench,潜在覚醒(アドラムスI),0
312815,ench,潜在覚醒(キャノンスピアI),0
312816,ench,潜在覚醒(レイオブジェネシスI),0
312817,ench,潜在覚醒(シールドプレスI),0
312818,ench,潜在覚醒(バニシングポイントI),0
312819,ench,潜在覚醒(スペルフィストI),0
312820,ench,潜在覚醒(メタリックサウンドI),0
312821,ench,潜在覚醒(カートトルネードI),0
312822,ench,潜在覚醒(スポアエクスプロージョンI),0
312823,ench,潜在覚醒(爆気散弾I),0
312824,ench,潜在覚醒(雷光弾I),0
312825,ench,潜在覚醒(天羅地網I),0
312826,ench,潜在覚醒(流星落下I),0
312827,ench,潜在覚醒(エスパI),0
312828,ench,潜在覚醒(ファイアーレインI),0
312829,ench,潜在覚醒(キャロットビートI),0
312830,ench,潜在覚醒(サベージの魂II),0
312831,ench,潜在解放(ルーンナイトII),0
312832,ench,潜在解放(ウォーロックII),0
312833,ench,潜在解放(レンジャーII),0
312834,ench,潜在解放(メカニックII),0
312835,ench,潜在解放(ギロチンクロスII),0
312836,ench,潜在解放(アークビショップII),0
312837,ench,潜在解放(ロイヤルガードII),0
312838,ench,潜在解放(ソーサラーII),0
312839,ench,潜在解放(ミンストレル&ワンダラーI),0
312840,ench,潜在解放(ジェネティックII),0
312841,ench,潜在解放(シャドウチェイサーII),0
312842,ench,潜在解放(修羅II),0
312843,ench,潜在解放(星帝II),0
312844,ench,潜在解放(ソウルリーパーII),0
312845,ench,潜在解放(影狼&朧I),0
312846,ench,潜在解放(リベリオンII),0
312847,ench,潜在解放(サモナーII),0
312916,ench,スキル石(ブレッシングLv10),0
312917,ench,潜在解放(インペリアルガードIII),0
312918,ench,潜在解放(ウィンドホークIV),0
312919,ench,潜在解放(トルバドゥール&トルヴェールI),0
312922,ench,潜在解放(ハイパーノービスI),0
312923,ench,潜在解放(ソウルアセティックI),0
312924,ench,潜在解放(ナイトウォッチI),0
312925,ench,潜在解放(蜃気楼&不知火I),0
312926,ench,潜在解放(スピリットハンドラーI),0
312927,ench,潜在解放(アークメイジIV),0
312930,ench,潜在解放(アビスチェイサーV),0
312931,ench,潜在解放(アビスチェイサーVI),0
312932,ench,潜在解放(インクイジターIII),0
312933,ench,潜在解放(インクイジターIV),0
312935,ench,潜在解放(インペリアルガードIV),0
312936,ench,潜在解放(インペリアルガードV),0
312937,ench,潜在解放(インペリアルガードVI),0
312938,ench,潜在解放(ウィンドホークV),0
312939,ench,潜在解放(ウィンドホークVI),0
312941,ench,潜在解放(エレメンタルマスターIV),0
312942,ench,潜在解放(エレメンタルマスターV),0
312944,ench,潜在解放(カーディナルVI),0
312947,ench,潜在解放(シャドウクロスIV),0
312948,ench,潜在解放(シャドウクロスV),0
312949,ench,潜在解放(ドラゴンナイトV),0
312951,ench,潜在解放(トルバドゥール&トルヴェールII),0
312952,ench,潜在解放(トルバドゥール&トルヴェールIII),0
312955,ench,潜在解放(バイオロIV),0
312958,ench,潜在解放(マイスターIII),0
312959,ench,潜在解放(マイスターIV),0
312960,ench,潜在解放(ハイパーノービスII),0
312961,ench,潜在解放(ハイパーノービスIII),0
312962,ench,潜在解放(ハイパーノービスIV),0
312963,ench,潜在解放(天帝II),0
312964,ench,潜在解放(天帝III),0
312965,ench,潜在解放(天帝IV),0
312966,ench,潜在解放(ソウルアセティックII),0
312967,ench,潜在解放(ソウルアセティックIII),0
312968,ench,潜在解放(ソウルアセティックIV),0
312969,ench,潜在解放(ナイトウォッチII),0
312970,ench,潜在解放(ナイトウォッチIII),0
312971,ench,潜在解放(ナイトウォッチIV),0
312972,ench,潜在解放(蜃気楼&不知火II),0
312973,ench,潜在解放(蜃気楼&不知火III),0
312975,ench,潜在解放(スピリットハンドラーII),0
312976,ench,潜在解放(スピリットハンドラーIII),0
312977,ench,潜在解放(スピリットハンドラーIV),0
312978,ench,潜在解放(マイスターV),0
312979,ench,潜在解放(スピリットハンドラーV),0
313196,ench,潜在解放(スピリットハンドラーVI),0
313269,ench,潜在解放(アビスチェイサーVII),0
313273,ench,潜在解放(ハイパーノービスV),0
313274,ench,潜在解放(ハイパーノービスVI),0
313275,ench,潜在解放(ハイパーノービスVII),0
313282,ench,潜在解放(スピリットハンドラーVII),0
313289,ench,潜在覚醒(デュプレライトI),0
313290,ench,潜在覚醒(カウンタースラッシュI),0
313292,ench,潜在覚醒(ローリングカッターII),0
313293,ench,潜在覚醒(十文字斬りII),0
313294,ench,潜在覚醒(風魔手裏剣 -乱華-II),0
313295,ench,潜在覚醒(シールドプレスII),0
313296,ench,潜在覚醒(レイオブジェネシスII),0
313297,ench,潜在覚醒(シビアレインストームIII),0
313298,ench,潜在覚醒(アームズキャノンII),0
313299,ench,潜在覚醒(アックストルネードII),0
313300,ench,潜在覚醒(アックスブーメランII),0
313301,ench,潜在覚醒(アローストームIII),0
313302,ench,潜在覚醒(エイムドボルトII),0
313303,ench,潜在覚醒(イグニッションブレイクIII),0
313304,ench,潜在覚醒(スラッグショットI),0
313305,ench,潜在覚醒(ハンマーオブゴッドI),0
313306,ench,潜在覚醒(アンチマテリアルブラストI),0
313307,ench,潜在覚醒(ラウンドトリップII),0
313308,ench,潜在覚醒(ファイアーレインII),0
313309,ench,潜在覚醒(トライアングルショットII),0
313310,ench,潜在覚醒(ヴェラチュールスピアーII),0
313311,ench,潜在覚醒(ダイヤモンドダストI),0
313312,ench,潜在覚醒(アースグレイヴI),0
313313,ench,潜在覚醒(エスパII),0
313314,ench,潜在覚醒(エスフI),0
313315,ench,潜在覚醒(死霊爆発II),0
313316,ench,潜在覚醒(獅子吼III),0
313317,ench,潜在覚醒(天羅地網II),0
313318,ench,潜在覚醒(ソウルエクスパンションII),0
313319,ench,潜在覚醒(クリムゾンロックII),0
313320,ench,スキル石(ファイアーウォールLv10),0
313327,ench,時間の注視者,0
313328,ench,星界の暴君,0
313372,ench,Mdef100%無視,0
312928,ench,潜在解放(アークメイジV),0
312945,ench,潜在解放(カーディナルVII),0
300580,card,教皇の夏休みカード,0
300441,card,バーニングナイトカード,1
300442,card,デッドセラカード,0
300443,card,ハードロックタイタンカード,1
300444,card,デッドウィーンカード,0
300445,card,ガイアポールカード,0
300446,card,パンチバグカード,1
300447,card,アフェルデカード,0
300448,card,ディスポールカード,0
300449,card,ティンバーズカード,0
300450,card,ルニレカード,0
312980,ench,潜在解放(ソウルアセティックV),0
313283,ench,潜在解放(シャドウクロスVI),0
313198,ench,潜在解放(マイスターVI),0
300455,card,コポカード,0
300456,card,アイスウィンドの卵カード,0
300457,card,グレーアイスウィンドカード,0
300458,card,ホワイトアイスウィンドカード,0
300459,card,ヨルムンガンド教団主教カード,1
300460,card,Jガーディアンカード,1
300461,card,怪しいアーウィン兵士カード,1
300462,card,上級ルガン呪術師カード,0
300463,card,上級ルガン治療師カード,0
300464,card,ヨルムンガンド教団術師カード,1
300465,card,ヨルムンガンド教団守衛カード,0
300466,card,ルガンクリーナーカード,0
300467,card,天使ウミウシカード,0
300468,card,雪ウサギウミウシカード,0
300469,card,メリベウミウシカード,0
300470,card,クマムシカード,0
300471,card,堕落した天使ウミウシカード,0
300472,card,究極のラスガンドカード,0
300473,card,雪嵐天使ウミウシカード,0
300474,card,ルガンチーフクリーナーカード,1
311215,ench,氷華の魔力(アークメイジI),0
311216,ench,氷華の魔力(アークメイジII),0
311217,ench,氷華の魔力(アビスチェイサーI),0
311218,ench,氷華の魔力(アビスチェイサーII),0
311219,ench,氷華の魔力(アビスチェイサーIII),0
311220,ench,氷華の魔力(インクイジターI),0
311221,ench,氷華の魔力(インクイジターII),0
311222,ench,氷華の魔力(インペリアルガードI),0
311223,ench,氷華の魔力(インペリアルガードII),0
311224,ench,氷華の魔力(ウィンドホークI),0
311225,ench,氷華の魔力(ウィンドホークII),0
311226,ench,氷華の魔力(ウィンドホークIII),0
311227,ench,氷華の魔力(エレメンタルマスターI),0
311228,ench,氷華の魔力(カーディナルI),0
311229,ench,氷華の魔力(カーディナルII),0
311230,ench,氷華の魔力(シャドウクロスI),0
311231,ench,氷華の魔力(シャドウクロスII),0
311232,ench,氷華の魔力(ドラゴンナイトI),0
311233,ench,氷華の魔力(ドラゴンナイトII),0
311234,ench,氷華の魔力(ドラゴンナイトIII),0
311235,ench,氷華の魔力(トルバドゥール&トルヴェールI),0
311236,ench,氷華の魔力(トルバドゥール&トルヴェールII),0
311237,ench,氷華の魔力(バイオロI),0
311238,ench,氷華の魔力(バイオロII),0
311239,ench,氷華の魔力(バイオロIII),0
311240,ench,氷華の魔力(マイスターI),0
311241,ench,氷華の魔力(マイスターII),0
311242,ench,氷華の魔力(スピリットハンドラーI),0
311243,ench,氷華の魔力(スピリットハンドラーII),0
311244,ench,氷華の魔力(ソウルアセティックI),0
311245,ench,氷華の魔力(ソウルアセティックII),0
311246,ench,氷華の魔力(ナイトウォッチI),0
311247,ench,氷華の魔力(ナイトウォッチII),0
311248,ench,氷華の魔力(ハイパーノービスI),0
311249,ench,氷華の魔力(ハイパーノービスII),0
311250,ench,氷華の魔力(ハイパーノービスIII),0
311251,ench,氷華の魔力(蜃気楼&不知火I),0
311252,ench,氷華の魔力(蜃気楼&不知火II),0
311253,ench,氷華の魔力(蜃気楼&不知火III),0
311254,ench,氷華の魔力(天帝I),0
311255,ench,氷華の魔力(天帝II),0
311256,ench,氷華の魔力(ルーンナイトII),0
311257,ench,氷華の魔力(ウォーロックII),0
311258,ench,氷華の魔力(レンジャーII),0
311259,ench,氷華の魔力(アークビショップII),0
311260,ench,氷華の魔力(メカニックIII),0
311261,ench,氷華の魔力(ギロチンクロスII),0
311262,ench,氷華の魔力(ロイヤルガードIII),0
311263,ench,氷華の魔力(ソーサラーII),0
311264,ench,氷華の魔力(ミンストレル&ワンダラーIII),0
311265,ench,氷華の魔力(修羅II),0
311266,ench,氷華の魔力(ジェネティックII),0
311267,ench,氷華の魔力(シャドウチェイサーIII),0
311268,ench,氷華の魔力(サモナーIII),0
311269,ench,氷華の魔力(サモナーIV),0
311270,ench,氷華の魔力(影狼&朧II),0
311271,ench,氷華の魔力(リベリオンII),0
311272,ench,氷華の魔力(星帝II),0
311273,ench,氷華の魔力(ソウルリーパーII),0
311343,ench,氷華の魔力(毒属性耐性),0
311344,ench,氷華の魔力(聖属性耐性),0
311345,ench,氷華の魔力(念属性耐性),0
313284,ench,潜在解放(シャドウクロスVII),0
312943,ench,潜在解放(エレメンタルマスターVI),0
312974,ench,潜在解放(蜃気楼&不知火IV),0
312956,ench,潜在解放(バイオロV),0
300192,card,魔剣士サクライカード,0
300193,card,ティアラ姫カード,0
312929,ench,潜在解放(アークメイジVI),0
313374,ench,潜在解放(アークメイジVII),0
313270,ench,潜在解放(アビスチェイサーVIII),0
313271,ench,潜在解放(アビスチェイサーIX),0
312934,ench,潜在解放(インクイジターV),0
313279,ench,潜在解放(インクイジターVI),0
313277,ench,潜在解放(インペリアルガードVII),0
313278,ench,潜在解放(インペリアルガードVIII),0
312940,ench,潜在解放(ウィンドホークVII),0
313346,ench,潜在解放(ウィンドホークVIII),0
313268,ench,潜在解放(エレメンタルマスターVII),0
313404,ench,潜在解放(エレメンタルマスターVIII),0
312946,ench,潜在解放(カーディナルVIII),0
313375,ench,潜在解放(カーディナルIX),0
313285,ench,潜在解放(シャドウクロスVIII),0
313403,ench,潜在解放(シャドウクロスIX),0
